,SLB,HAL,USB,WFC,Date,lag_day_3_SLB,lag_day_4_SLB,lag_day_5_SLB,lag_day_6_SLB,lag_day_7_SLB,lag_day_8_SLB,lag_day_9_SLB,lag_day_10_SLB,lag_day_3_HAL,lag_day_4_HAL,lag_day_5_HAL,lag_day_6_HAL,lag_day_7_HAL,lag_day_8_HAL,lag_day_9_HAL,lag_day_10_HAL,lag_day_3_USB,lag_day_4_USB,lag_day_5_USB,lag_day_6_USB,lag_day_7_USB,lag_day_8_USB,lag_day_9_USB,lag_day_10_USB,lag_day_3_WFC,lag_day_4_WFC,lag_day_5_WFC,lag_day_6_WFC,lag_day_7_WFC,lag_day_8_WFC,lag_day_9_WFC,lag_day_10_WFC,year_dummy_2002,year_dummy_2003,year_dummy_2004,year_dummy_2005,year_dummy_2006,year_dummy_2007,year_dummy_2008,year_dummy_2009,year_dummy_2010,year_dummy_2011,year_dummy_2012,year_dummy_2013,quarter_dummy_2,quarter_dummy_3,quarter_dummy_4,month_dummy_2,month_dummy_3,month_dummy_4,month_dummy_5,month_dummy_6,month_dummy_7,month_dummy_8,month_dummy_9,month_dummy_10,month_dummy_11,month_dummy_12,week_dummy_2,week_dummy_3,week_dummy_4,week_dummy_5,week_dummy_6,week_dummy_7,week_dummy_8,week_dummy_9,week_dummy_10,week_dummy_11,week_dummy_12,week_dummy_13,week_dummy_14,week_dummy_15,week_dummy_16,week_dummy_17,week_dummy_18,week_dummy_19,week_dummy_20,week_dummy_21,week_dummy_22,week_dummy_23,week_dummy_24,week_dummy_25,week_dummy_26,week_dummy_27,week_dummy_28,week_dummy_29,week_dummy_30,week_dummy_31,week_dummy_32,week_dummy_33,week_dummy_34,week_dummy_35,week_dummy_36,week_dummy_37,week_dummy_38,week_dummy_39,week_dummy_40,week_dummy_41,week_dummy_42,week_dummy_43,week_dummy_44,week_dummy_45,week_dummy_46,week_dummy_47,week_dummy_48,week_dummy_49,week_dummy_50,week_dummy_51,week_dummy_52,week_dummy_53,day_of_month_dummy_2,day_of_month_dummy_3,day_of_month_dummy_4,day_of_month_dummy_5,day_of_month_dummy_6,day_of_month_dummy_7,day_of_month_dummy_8,day_of_month_dummy_9,day_of_month_dummy_10,day_of_month_dummy_11,day_of_month_dummy_12,day_of_month_dummy_13,day_of_month_dummy_14,day_of_month_dummy_15,day_of_month_dummy_16,day_of_month_dummy_17,day_of_month_dummy_18,day_of_month_dummy_19,day_of_month_dummy_20,day_of_month_dummy_21,day_of_month_dummy_22,day_of_month_dummy_23,day_of_month_dummy_24,day_of_month_dummy_25,day_of_month_dummy_26,day_of_month_dummy_27,day_of_month_dummy_28,day_of_month_dummy_29,day_of_month_dummy_30,day_of_month_dummy_31
10,1.07239633629752,2.9423949567886094,0.0640409884199222,0.30293873516074,2001-08-02,0.294551022975709,2.25877917754076,-3.05626504101668,5.0589440760041295,-0.526317004427446,0.9670405031682259,4.74880088082661,0.0,0.9234894127312819,1.6706035040523002,3.6367644170874702,5.383431105611041,-3.62096038702697,-0.284091100160344,6.671583065489941,0.0,0.581960905326406,3.2292756584084303,2.23510828368081,0.75627723817,-1.5748356968139399,-0.0679117173808752,-1.54937420717922,0.0,0.8679533719722521,-0.18662524856760698,-0.310270183751093,0.434648309238161,-1.0523154984110898,-0.7361996441069159,-1.81713055640955,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,-2.11101483961222,-0.8804662365150321,0.574530785599014,0.0,2001-08-03,-4.46809714192988,0.294551022975709,2.25877917754076,-3.05626504101668,5.0589440760041295,-0.526317004427446,0.9670405031682259,4.74880088082661,-4.01929518750372,0.9234894127312819,1.6706035040523002,3.6367644170874702,5.383431105611041,-3.62096038702697,-0.284091100160344,6.671583065489941,0.450306325415495,0.581960905326406,3.2292756584084303,2.23510828368081,0.75627723817,-1.5748356968139399,-0.0679117173808752,-1.54937420717922,0.554018037561566,0.8679533719722521,-0.18662524856760698,-0.310270183751093,0.434648309238161,-1.0523154984110898,-0.7361996441069159,-1.81713055640955,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,0.5883701064830941,0.339558900113834,2.01645143539317,-1.21730048505593,2001-08-06,-2.2213263410731297,-4.46809714192988,0.294551022975709,2.25877917754076,-3.05626504101668,5.0589440760041295,-0.526317004427446,0.9670405031682259,-1.5846008450078202,-4.01929518750372,0.9234894127312819,1.6706035040523002,3.6367644170874702,5.383431105611041,-3.62096038702697,-0.284091100160344,0.192369408473825,0.450306325415495,0.581960905326406,3.2292756584084303,2.23510828368081,0.75627723817,-1.5748356968139399,-0.0679117173808752,1.15961018673718,0.554018037561566,0.8679533719722521,-0.18662524856760698,-0.310270183751093,0.434648309238161,-1.0523154984110898,-0.7361996441069159,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,-1.59202816655455,0.20318327342265805,2.40381374028207,-0.0612557446412865,2001-08-07,1.07239633629752,-2.2213263410731297,-4.46809714192988,0.294551022975709,2.25877917754076,-3.05626504101668,5.0589440760041295,-0.526317004427446,2.9423949567886094,-1.5846008450078202,-4.01929518750372,0.9234894127312819,1.6706035040523002,3.6367644170874702,5.383431105611041,-3.62096038702697,0.0640409884199222,0.192369408473825,0.450306325415495,0.581960905326406,3.2292756584084303,2.23510828368081,0.75627723817,-1.5748356968139399,0.30293873516074,1.15961018673718,0.554018037561566,0.8679533719722521,-0.18662524856760698,-0.310270183751093,0.434648309238161,-1.0523154984110898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,-5.7077504418002105,-5.42175859047971,-0.060919892228295004,-0.49140148024289204,2001-08-08,-2.11101483961222,1.07239633629752,-2.2213263410731297,-4.46809714192988,0.294551022975709,2.25877917754076,-3.05626504101668,5.0589440760041295,-0.8804662365150321,2.9423949567886094,-1.5846008450078202,-4.01929518750372,0.9234894127312819,1.6706035040523002,3.6367644170874702,5.383431105611041,0.574530785599014,0.0640409884199222,0.192369408473825,0.450306325415495,0.581960905326406,3.2292756584084303,2.23510828368081,0.75627723817,0.0,0.30293873516074,1.15961018673718,0.554018037561566,0.8679533719722521,-0.18662524856760698,-0.310270183751093,0.434648309238161,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0.4359415961916471,-4.60439385014069,-1.41149934716536,-0.184899898594715,2001-08-09,0.5883701064830941,-2.11101483961222,1.07239633629752,-2.2213263410731297,-4.46809714192988,0.294551022975709,2.25877917754076,-3.05626504101668,0.339558900113834,-0.8804662365150321,2.9423949567886094,-1.5846008450078202,-4.01929518750372,0.9234894127312819,1.6706035040523002,3.6367644170874702,2.01645143539317,0.574530785599014,0.0640409884199222,0.192369408473825,0.450306325415495,0.581960905326406,3.2292756584084303,2.23510828368081,-1.21730048505593,0.0,0.30293873516074,1.15961018673718,0.554018037561566,0.8679533719722521,-0.18662524856760698,-0.310270183751093,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,1.39191112106993,-1.5071875358661802,-0.0618238041329988,0.9210995427016311,2001-08-10,-1.59202816655455,0.5883701064830941,-2.11101483961222,1.07239633629752,-2.2213263410731297,-4.46809714192988,0.294551022975709,2.25877917754076,0.20318327342265805,0.339558900113834,-0.8804662365150321,2.9423949567886094,-1.5846008450078202,-4.01929518750372,0.9234894127312819,1.6706035040523002,2.40381374028207,2.01645143539317,0.574530785599014,0.0640409884199222,0.192369408473825,0.450306325415495,0.581960905326406,3.2292756584084303,-0.0612557446412865,-1.21730048505593,0.0,0.30293873516074,1.15961018673718,0.554018037561566,0.8679533719722521,-0.18662524856760698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0.190476248065385,-2.30424941471545,0.43196611445162103,1.33578185325476,2001-08-13,-5.7077504418002105,-1.59202816655455,0.5883701064830941,-2.11101483961222,1.07239633629752,-2.2213263410731297,-4.46809714192988,0.294551022975709,-5.42175859047971,0.20318327342265805,0.339558900113834,-0.8804662365150321,2.9423949567886094,-1.5846008450078202,-4.01929518750372,0.9234894127312819,-0.060919892228295004,2.40381374028207,2.01645143539317,0.574530785599014,0.0640409884199222,0.192369408473825,0.450306325415495,0.581960905326406,-0.49140148024289204,-0.0612557446412865,-1.21730048505593,0.0,0.30293873516074,1.15961018673718,0.554018037561566,0.8679533719722521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,1.22932990246385,-0.8583743691391371,0.61387546983247,0.12055456553490301,2001-08-14,0.4359415961916471,-5.7077504418002105,-1.59202816655455,0.5883701064830941,-2.11101483961222,1.07239633629752,-2.2213263410731297,-4.46809714192988,-4.60439385014069,-5.42175859047971,0.20318327342265805,0.339558900113834,-0.8804662365150321,2.9423949567886094,-1.5846008450078202,-4.01929518750372,-1.41149934716536,-0.060919892228295004,2.40381374028207,2.01645143539317,0.574530785599014,0.0640409884199222,0.192369408473825,0.450306325415495,-0.184899898594715,-0.49140148024289204,-0.0612557446412865,-1.21730048505593,0.0,0.30293873516074,1.15961018673718,0.554018037561566,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5.7080089970709595,7.326794186323579,-0.61387546983247,0.899556290857761,2001-08-15,1.39191112106993,0.4359415961916471,-5.7077504418002105,-1.59202816655455,0.5883701064830941,-2.11101483961222,1.07239633629752,-2.2213263410731297,-1.5071875358661802,-4.60439385014069,-5.42175859047971,0.20318327342265805,0.339558900113834,-0.8804662365150321,2.9423949567886094,-1.5846008450078202,-0.0618238041329988,-1.41149934716536,-0.060919892228295004,2.40381374028207,2.01645143539317,0.574530785599014,0.0640409884199222,0.192369408473825,0.9210995427016311,-0.184899898594715,-0.49140148024289204,-0.0612557446412865,-1.21730048505593,0.0,0.30293873516074,1.15961018673718,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
